link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/saint-tropez-edasz-solid-dress-day-dress-blue-deep-s2821c08e-k11.html,Saint Tropez,EDASZ SOLID DRESS , Day dress,summer-dresses,Â£34.99,toasted coconut,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,--,--,--,Low-cut v-neck,Plain,--,S2821C08E-K11,Knee-length,"16.5 "" (Size S)","39.5 "" (Size S)",Normal fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Vila,VIDOTTIES MIDI DRESS , Day dress,summer-dresses,Â£34.99,humus with red flowers,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,Button,Crew neck,Floral,"Belt included, slip",V1021C29V-T11,Calf-length,"24.5 "" (Size 8)","46.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Vila,VIDOTTIES MIDI DRESS , Day dress,summer-dresses,Â£34.99,misty rose/white,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,Button,Crew neck,Floral,"Belt included, slip",V1021C29V-T11,Calf-length,"24.5 "" (Size 8)","46.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Vila,VIDOTTIES MIDI DRESS , Day dress,summer-dresses,Â£34.99,navy blazer/ light blue,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,Button,Crew neck,Floral,"Belt included, slip",V1021C29V-T11,Calf-length,"24.5 "" (Size 8)","46.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Vila,VIDOTTIES MIDI DRESS , Day dress,summer-dresses,Â£34.99,navy blazer/pink,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,Button,Crew neck,Floral,"Belt included, slip",V1021C29V-T11,Calf-length,"24.5 "" (Size 8)","46.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-black-pe321c18v-q11.html,Pieces,PCANG SQUARE NECK DRESS , Day dress,summer-dresses,Â£17.99,black,--,--,Jersey,--,"95% cotton, 5% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,PE321C18V-Q11,Short,Sleeveless,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-black-pe321c18v-q11.html,Pieces,PCANG SQUARE NECK DRESS , Day dress,summer-dresses,Â£17.99,little boy blue,--,--,Jersey,--,"95% cotton, 5% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,PE321C18V-Q11,Short,Sleeveless,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-black-pe321c18v-q11.html,Pieces,PCANG SQUARE NECK DRESS , Day dress,summer-dresses,Â£17.99,simply green,--,--,Jersey,--,"95% cotton, 5% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,PE321C18V-Q11,Short,Sleeveless,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-vmanna-slit-calf-dress-day-dress-china-blue-ve121c37j-k11.html,Vero Moda,VMANNA SLIT CALF DRESS , Day dress,summer-dresses,Â£26.39,china blue ,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Floral,--,VE121C37J-K11,Calf-length,"23.0 "" (Size S)","43.0 "" (Size S)",Regular Fit,--,"16.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-vmanna-slit-calf-dress-day-dress-china-blue-ve121c37j-k11.html,Vero Moda,VMANNA SLIT CALF DRESS , Day dress,summer-dresses,Â£26.39,black aop / dela,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Floral,--,VE121C37J-K11,Calf-length,"23.0 "" (Size S)","43.0 "" (Size S)",Regular Fit,--,"16.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vero-moda-vminge-mini-dress-day-dress-aurora-red-ve121c38n-g11.html,Vero Moda,VMINGE MINI DRESS , Day dress,summer-dresses,Â£30.99,aurora red,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Bust darts,VE121C38N-G11,Extra short,"21.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,Â£84.49,black,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,Hoodie pocket,--,--,Plain,Embroidery,TO121C0FZ-Q11,Knee-length,"22.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,Â£84.49,blazer red,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,Hoodie pocket,--,--,Plain,Embroidery,TO121C0FZ-Q11,Knee-length,"22.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,Â£84.49,blue,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,Hoodie pocket,--,--,Plain,Embroidery,TO121C0FZ-Q11,Knee-length,"22.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,Â£84.49,breezy blue,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,Hoodie pocket,--,--,Plain,Embroidery,TO121C0FZ-Q11,Knee-length,"22.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,Â£84.49,bright jewel,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,Hoodie pocket,--,--,Plain,Embroidery,TO121C0FZ-Q11,Knee-length,"22.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-blackblack-tropical-print-v1021c2f4-q11.html,Vila,VIDIANA FLOUNCE DRESS , Day dress,summer-dresses,Â£30.99,black/black tropical print,--,--,Chiffon,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,"Belt included, bust darts",V1021C2F4-Q11,Knee-length,Short,"36.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-blackblack-tropical-print-v1021c2f4-q11.html,Vila,VIDIANA FLOUNCE DRESS , Day dress,summer-dresses,Â£30.99,khaki/khaki tropical print,--,--,Chiffon,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,"Belt included, bust darts",V1021C2F4-Q11,Knee-length,Short,"36.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-blackblack-tropical-print-v1021c2f4-q11.html,Vila,VIDIANA FLOUNCE DRESS , Day dress,summer-dresses,Â£30.99,winetasting,--,--,Chiffon,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,"Belt included, bust darts",V1021C2F4-Q11,Knee-length,Short,"36.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-interlock-hoodie-short-dress-day-dress-desert-sky-to121c0k7-k11.html,Tommy Hilfiger,INTERLOCK HOODIE SHORT DRESS , Day dress,summer-dresses,Â£76.99,desert sky,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Zip,--,Plain,"Inseam pockets, elasticated waist",TO121C0K7-K11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-interlock-hoodie-short-dress-day-dress-desert-sky-to121c0k7-k11.html,Tommy Hilfiger,INTERLOCK HOODIE SHORT DRESS , Day dress,summer-dresses,Â£76.99,light grey heather,--,--,Sweat,--,"64% cotton, 36% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Zip,--,Plain,"Inseam pockets, elasticated waist",TO121C0K7-K11,Short,"25.0 "" (Size S)","35.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Tommy Hilfiger,REGULAR HOODIE DRESS , Day dress,summer-dresses,Â£84.49,black,--,--,Sweat,--,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Plain,"Inseam pockets, elasticated waist",TO121C0J1-Q11,Knee-length,"25.0 "" (Size S)","39.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Tommy Hilfiger,REGULAR HOODIE DRESS , Day dress,summer-dresses,Â£84.49,balanced beige,--,--,Sweat,--,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Plain,"Inseam pockets, elasticated waist",TO121C0J1-Q11,Knee-length,"25.0 "" (Size S)","39.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Tommy Hilfiger,REGULAR HOODIE DRESS , Day dress,summer-dresses,Â£84.49,breezy blue,--,--,Sweat,--,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Plain,"Inseam pockets, elasticated waist",TO121C0J1-Q11,Knee-length,"25.0 "" (Size S)","39.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Tommy Hilfiger,REGULAR HOODIE DRESS , Day dress,summer-dresses,Â£84.49,desert sky,--,--,Sweat,--,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Plain,"Inseam pockets, elasticated waist",TO121C0J1-Q11,Knee-length,"25.0 "" (Size S)","39.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-yasfia-midi-dress-day-dress-black-y0121c1sw-t11.html,YAS,YASFIA MIDI DRESS , Day dress,summer-dresses,Â£55.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Peter Pan collar,--,--,Button,--,Floral,--,Y0121C1SW-T11,Calf-length,"25.0 "" (Size S)","47.0 "" (Size S)",Loose Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/evenandodd-day-dress-black-ev421c13j-q11.html,Even&Odd,SWEAT OFF SHOULDER MINI DRESS , Day dress,summer-dresses,Â£24.99,black,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,Asymmetrical,--,--,--,Plain,Elasticated waist,EV421C13J-Q11,Short,"26.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/evenandodd-day-dress-black-ev421c13j-q11.html,Even&Odd,SWEAT OFF SHOULDER MINI DRESS , Day dress,summer-dresses,Â£24.99,light blue,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,Asymmetrical,--,--,--,Plain,Elasticated waist,EV421C13J-Q11,Short,"26.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/evenandodd-day-dress-black-ev421c13j-q11.html,Even&Odd,SWEAT OFF SHOULDER MINI DRESS , Day dress,summer-dresses,Â£24.99,white,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,Asymmetrical,--,--,--,Plain,Elasticated waist,EV421C13J-Q11,Short,"26.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-tall-jdyivy-life-dress-day-dress-martini-olive-jd521c000-n11.html,JDY Tall,JDYIVY LIFE DRESS , Day dress,summer-dresses,Â£14.99,martini olive,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Crew neck,Plain,--,JD521C000-N11,Knee-length,Short,"38.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-tall-jdyivy-life-dress-day-dress-martini-olive-jd521c000-n11.html,JDY Tall,JDYIVY LIFE DRESS , Day dress,summer-dresses,Â£14.99,black,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Crew neck,Plain,--,JD521C000-N11,Knee-length,Short,"38.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,JDY,JDYSORO DRESS , Day dress,summer-dresses,Â£19.49,black/creme,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,Belt included,JY121C0L3-Q11,Short,"25.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,JDY,JDYSORO DRESS , Day dress,summer-dresses,Â£19.49,black/multi flower,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,Belt included,JY121C0L3-Q11,Short,"25.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,JDY,JDYSORO DRESS , Day dress,summer-dresses,Â£19.49,cloud dancer/black,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,Belt included,JY121C0L3-Q11,Short,"25.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,JDY,JDYSORO DRESS , Day dress,summer-dresses,Â£19.49,khaki,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,Belt included,JY121C0L3-Q11,Short,"25.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Anna Field,BOAT NECK PRINT DRESS WITH SOLID SKIRT , Jersey dress,summer-dresses,Â£24.99,black/white,--,--,Jersey,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Polka dot,--,AN621C1KC-Q11,Knee-length,Elbow length,"36.0 "" (Size XS)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Anna Field,BOAT NECK PRINT DRESS WITH SOLID SKIRT , Jersey dress,summer-dresses,Â£24.99,black,--,--,Jersey,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Polka dot,--,AN621C1KC-Q11,Knee-length,Elbow length,"36.0 "" (Size XS)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Anna Field,BOAT NECK PRINT DRESS WITH SOLID SKIRT , Jersey dress,summer-dresses,Â£24.99,dark blue,--,--,Jersey,--,"95% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Polka dot,--,AN621C1KC-Q11,Knee-length,Elbow length,"36.0 "" (Size XS)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,ONLY Petite,ONLOLIVIA WRAP DRESS , Day dress,summer-dresses,Â£25.99,blue,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OP421C09Z-K12,Short,Short,"38.0 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,ONLY Petite,ONLOLIVIA WRAP DRESS , Day dress,summer-dresses,Â£25.99,black/red/shore ,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OP421C09Z-K12,Short,Short,"38.0 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,ONLY Petite,ONLOLIVIA WRAP DRESS , Day dress,summer-dresses,Â£25.99,chinese violet,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OP421C09Z-K12,Short,Short,"38.0 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,ONLY Petite,ONLOLIVIA WRAP DRESS , Day dress,summer-dresses,Â£25.99,dusk blue,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OP421C09Z-K12,Short,Short,"38.0 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,ONLY Petite,ONLOLIVIA WRAP DRESS , Day dress,summer-dresses,Â£25.99,mars red,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OP421C09Z-K12,Short,Short,"38.0 "" (Size 8)",Slim Fit,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-day-dress-off-white-on321c1jd-a11.html,ONLY,ONLTYRA LIFE SHORT DRESS , Day dress,summer-dresses,Â£34.99,allure,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable, Do not bleach",--,--,--,Button,Crew neck,Plain,"Slip, Crochet Detailing",ON321C1JD-A11,Short,3/4 length,"36.0 "" (Size 10)",Normal fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-day-dress-off-white-on321c1jd-a11.html,ONLY,ONLTYRA LIFE SHORT DRESS , Day dress,summer-dresses,Â£34.99,black,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable, Do not bleach",--,--,--,Button,Crew neck,Plain,"Slip, Crochet Detailing",ON321C1JD-A11,Short,3/4 length,"36.0 "" (Size 10)",Normal fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
